,CryoSleep,VIP,Transported,Children,HomePlanetCode,DestinationCode,VIP*Europa,VIP*Earth,FareBand,DeckCode
163,True,False,True,0,1,0,0,0,0,6
164,False,False,False,0,1,1,0,0,1,4
165,True,False,False,0,1,1,0,0,0,6
166,True,False,True,1,1,0,0,0,0,6
167,False,False,False,0,1,0,0,0,0,6
168,False,False,False,0,1,0,0,0,1,6
169,True,False,True,1,2,0,0,0,0,5
170,False,False,False,0,2,0,0,0,1,5
171,False,False,True,1,2,0,0,0,0,5
172,False,False,True,0,2,0,0,0,1,5
173,False,False,False,0,2,0,0,0,1,3
174,False,False,False,0,0,0,0,0,1,2
175,False,False,True,0,1,0,0,0,0,6
176,True,False,False,0,1,0,0,0,0,6
177,True,False,True,0,1,0,0,0,0,6
178,True,False,True,0,0,0,0,0,0,1
179,True,False,True,0,0,0,0,0,0,1
180,True,False,True,0,0,1,0,0,0,1
181,False,False,True,0,0,1,0,0,1,0
182,True,False,True,0,0,0,0,0,0,2
183,False,False,False,0,1,0,0,0,1,6
184,False,False,True,0,0,1,0,0,1,2
185,True,False,False,0,1,0,0,0,0,6
186,True,False,True,0,1,1,0,0,0,3
187,False,False,True,0,2,0,0,0,1,5
188,True,False,True,0,2,0,0,0,0,5
189,False,False,False,0,2,0,0,0,1,5
190,False,False,False,0,1,0,0,0,1,4
191,False,False,False,0,1,0,0,0,1,5
192,False,False,False,0,1,0,0,0,1,5
193,False,False,False,0,1,1,0,0,1,5
194,False,False,False,0,1,0,0,0,1,5
195,True,False,True,0,1,0,0,0,0,6
196,True,False,True,1,1,0,0,0,0,6
197,False,False,True,1,1,0,0,0,0,6
198,True,False,False,0,1,0,0,0,0,6
199,False,False,False,0,1,0,0,0,0,4
200,False,False,False,0,1,0,0,0,1,5
201,False,False,False,1,1,1,0,0,0,6
202,True,False,True,0,1,0,0,0,0,6
203,False,False,False,0,2,1,0,0,1,4
204,False,False,False,0,2,0,0,0,1,4
205,False,False,False,0,2,0,0,0,1,4
206,True,False,True,0,2,0,0,0,0,4
207,False,False,False,0,2,0,0,0,1,4
208,False,False,False,0,2,0,0,0,1,4
209,True,False,False,0,2,0,0,0,0,4
210,False,False,False,0,2,0,0,0,1,5
211,True,False,True,0,2,0,0,0,0,5
212,True,False,True,0,2,0,0,0,0,4
213,False,False,False,0,1,0,0,0,0,6
214,False,True,False,0,2,0,0,0,1,5
215,True,False,True,0,1,0,0,0,0,6
216,False,False,False,0,1,0,0,0,1,5
217,False,False,False,0,2,0,0,0,1,5
218,True,False,False,0,1,0,0,0,0,6
219,False,False,False,0,2,0,0,0,1,5
220,False,False,False,0,1,0,0,0,1,5
221,True,False,True,0,0,0,0,0,0,1
222,False,False,False,0,2,0,0,0,1,5
223,True,False,True,0,2,0,0,0,0,5
224,False,False,False,0,0,1,0,0,2,4
225,False,False,False,0,1,0,0,0,1,5
226,True,False,False,0,1,0,0,0,0,6
227,True,False,True,0,2,0,0,0,0,5
228,True,False,True,0,2,1,0,0,0,5
229,False,False,True,0,0,1,0,0,1,2
230,False,False,False,0,0,0,0,0,2,2
231,False,False,False,0,2,0,0,0,1,3
232,False,False,False,0,0,0,0,0,2,2
233,True,False,False,0,1,0,0,0,0,6
234,True,False,True,0,1,1,0,0,0,2
235,False,False,False,0,1,0,0,0,1,5
236,False,False,False,0,1,0,0,0,1,6
237,False,False,True,0,1,0,0,0,1,5
238,True,False,True,0,0,0,0,0,0,0
239,False,False,False,0,2,1,0,0,1,5
240,True,False,True,0,2,0,0,0,0,5
241,False,False,False,0,1,0,0,0,0,5
242,False,False,False,0,0,0,0,0,2,4
243,False,False,False,0,1,0,0,0,1,5
244,True,False,True,0,1,0,0,0,0,6
245,True,False,True,0,0,0,0,0,0,3
246,False,False,False,0,1,0,0,0,1,5
247,False,False,True,0,1,1,0,0,1,5
248,False,False,False,0,1,0,0,0,1,5
249,True,False,True,0,0,1,0,0,0,3
250,False,False,True,0,1,1,0,0,1,5
251,False,False,False,0,1,0,0,0,1,5
252,False,False,False,0,1,0,0,0,0,6
253,False,False,True,0,1,0,0,0,1,5
254,False,False,True,0,1,0,0,0,1,5
255,True,False,True,0,1,0,0,0,0,6
256,False,False,True,0,1,0,0,0,1,5
257,True,False,True,0,0,0,0,0,0,4
258,True,False,True,0,0,1,0,0,0,4
259,False,False,False,0,1,1,0,0,1,5
260,True,False,True,0,0,1,0,0,0,5
261,False,False,False,0,0,0,0,0,1,1
262,False,False,False,0,1,1,0,0,1,5
263,True,False,True,0,0,1,0,0,0,2
264,False,False,True,0,0,1,0,0,2,1
265,True,False,True,0,0,0,0,0,0,1
266,False,False,True,0,0,0,0,0,0,1
267,False,False,True,0,0,1,0,0,0,1
268,False,False,True,0,0,0,0,0,2,3
269,True,False,True,0,0,0,0,0,0,1
270,False,False,True,0,1,0,0,0,1,6
271,True,False,True,0,0,1,0,0,0,0
272,True,False,False,0,1,0,0,0,0,5
273,False,False,False,0,1,0,0,0,1,5
274,True,False,True,0,1,0,0,0,0,6
275,False,False,False,0,0,0,0,0,2,4
276,False,False,False,0,0,1,0,0,1,2
277,False,False,False,0,1,0,0,0,1,4
278,False,False,True,0,1,0,0,0,1,5
279,False,False,False,0,1,0,0,0,1,5
280,False,False,False,0,0,0,0,0,2,5
281,False,False,True,0,1,0,0,0,0,5
282,True,False,True,0,1,1,0,0,0,6
283,False,False,True,0,1,1,0,0,0,5
284,False,False,True,1,1,1,0,0,0,6
285,False,False,False,0,1,1,0,0,1,6
286,True,False,True,0,1,0,0,0,0,6
287,False,False,True,0,0,0,0,0,1,1
288,True,False,True,0,0,0,0,0,0,1
289,False,False,False,0,1,0,0,0,0,6
290,False,False,False,0,1,0,0,0,0,6
291,False,True,False,0,1,0,0,1,1,5
292,True,False,False,0,1,0,0,0,0,6
293,True,False,False,0,1,1,0,0,0,6
294,True,False,False,0,1,0,0,0,0,6
295,False,False,True,0,1,0,0,0,1,5
296,False,False,True,1,0,0,0,0,0,2
297,False,False,True,0,0,0,0,0,2,2
298,False,False,False,0,0,0,0,0,1,2
299,False,False,False,0,1,0,0,0,1,5
300,True,False,True,0,2,1,0,0,0,5
301,False,False,False,0,2,0,0,0,2,5
302,False,False,False,0,1,0,0,0,0,5
303,True,False,True,1,2,1,0,0,0,5
304,False,False,True,0,2,0,0,0,1,5
305,False,False,True,1,2,1,0,0,0,5
306,True,False,True,0,1,0,0,0,0,6
307,True,False,True,0,0,1,0,0,0,1
308,True,False,False,0,1,0,0,0,0,6
309,False,False,False,0,1,0,0,0,1,5
310,True,False,False,0,2,0,0,0,0,4
311,True,False,True,0,1,1,0,0,0,6
312,False,False,False,0,2,0,0,0,1,5
313,False,False,True,0,2,0,0,0,1,3
314,False,False,True,0,2,0,0,0,1,5
315,True,False,True,0,1,0,0,0,0,6
316,False,False,False,0,2,0,0,0,2,5
317,True,False,True,0,1,0,0,0,0,5
318,True,False,True,0,0,1,0,0,0,1
319,False,False,False,0,1,0,0,0,1,5
320,True,False,True,0,1,0,0,0,0,6
321,True,False,True,0,1,0,0,0,0,6
322,False,False,False,0,1,0,0,0,0,5
323,False,False,False,0,1,0,0,0,0,5
324,False,False,True,0,1,1,0,0,1,5
325,False,False,False,0,1,1,0,0,0,6
326,False,False,False,0,2,0,0,0,2,5
327,True,False,True,0,2,0,0,0,0,5
328,False,False,True,0,1,0,0,0,1,6
329,False,False,False,0,1,0,0,0,1,5
330,True,False,True,0,2,0,0,0,0,5
331,False,False,False,0,1,0,0,0,1,5
332,True,False,False,0,1,0,0,0,0,6
333,False,False,False,0,1,0,0,0,1,4
334,False,False,True,0,1,0,0,0,1,6
335,False,False,False,0,0,1,0,0,2,2
336,False,False,False,0,0,1,0,0,2,1
337,True,False,True,0,0,1,0,0,0,1
338,False,False,False,0,0,0,0,0,2,1
339,True,False,True,0,0,0,0,0,0,1
340,True,False,True,0,0,0,0,0,0,1
341,False,False,False,0,0,0,0,0,2,1
342,True,False,True,0,0,0,0,0,0,1
343,False,False,True,0,1,0,0,0,1,6
344,True,False,True,0,0,1,0,0,0,5
345,True,False,True,0,0,1,0,0,0,1
346,True,False,True,0,0,1,0,0,0,1
347,False,False,False,0,1,0,0,0,1,6
348,False,False,False,0,1,0,0,0,2,6
349,True,False,False,0,1,0,0,0,0,6
350,False,False,True,1,1,1,0,0,0,6
351,False,False,True,0,1,0,0,0,1,6
352,False,False,False,0,1,0,0,0,1,6
353,True,False,False,0,1,0,0,0,0,6
354,True,False,False,0,1,0,0,0,0,6
355,False,False,False,0,1,0,0,0,1,4
356,False,True,True,0,0,0,1,0,2,2
357,False,False,False,0,1,0,0,0,1,4
358,False,True,False,0,0,1,1,0,2,1
359,False,False,False,0,0,1,0,0,2,1
360,True,False,True,0,1,0,0,0,0,6
361,True,False,True,0,2,0,0,0,0,5
362,False,False,False,0,2,0,0,0,2,3
363,False,True,False,0,2,0,0,0,1,3
364,False,False,False,0,2,0,0,0,1,3
365,True,True,True,0,1,1,0,1,0,3
366,False,True,True,0,2,0,0,0,1,3
367,False,False,False,0,1,1,0,0,0,5
368,False,False,False,0,1,0,0,0,1,6
369,False,False,False,0,1,0,0,0,0,5
370,True,False,False,0,1,0,0,0,0,6
371,False,False,False,0,2,0,0,0,1,4
372,False,False,False,0,2,0,0,0,1,5
373,False,False,False,0,1,1,0,0,1,5
374,False,False,False,0,1,0,0,0,1,5
375,False,False,True,0,0,0,0,0,2,2
376,False,False,False,0,1,0,0,0,0,5
377,True,False,False,0,1,0,0,0,0,6
378,True,False,True,0,0,1,0,0,0,1
379,False,False,False,0,0,1,0,0,2,1
380,True,False,True,0,0,0,0,0,0,1
381,False,False,True,0,0,0,0,0,1,1
382,False,False,False,0,2,0,0,0,1,5
383,True,False,True,1,2,0,0,0,0,5
384,True,False,True,0,2,0,0,0,0,5
385,False,False,True,0,0,0,0,0,2,4
386,False,False,True,0,0,0,0,0,2,2
387,False,False,True,0,0,1,0,0,2,0
388,True,False,True,0,0,1,0,0,0,0
389,False,False,True,0,1,0,0,0,1,5
390,True,False,True,0,2,0,0,0,0,5
391,False,False,False,0,2,0,0,0,1,5
392,False,False,True,0,0,1,0,0,0,1
393,False,False,False,0,0,0,0,0,2,1
394,True,False,True,0,2,0,0,0,0,5
395,True,False,True,0,1,0,0,0,0,6
396,False,False,True,0,1,1,0,0,0,6
397,False,False,False,0,1,0,0,0,0,6
398,False,False,False,0,1,0,0,0,1,5
399,False,False,False,0,1,0,0,0,1,5
400,True,False,True,0,0,0,0,0,0,1
401,False,False,False,0,0,1,0,0,2,2
402,False,False,False,0,1,1,0,0,1,5
403,False,False,False,0,1,0,0,0,1,5
404,False,True,False,0,2,0,0,0,1,3
405,False,True,False,0,1,0,0,1,1,5
406,False,False,False,0,1,0,0,0,1,5
407,False,False,False,0,1,0,0,0,1,4
408,True,False,True,0,0,1,0,0,0,1
409,False,False,True,0,1,0,0,0,1,5
410,False,False,False,0,1,0,0,0,1,4
411,True,False,True,0,1,0,0,0,0,6
412,True,False,True,0,1,0,0,0,0,6
413,True,False,True,0,2,0,0,0,0,4
414,True,False,True,0,0,0,0,0,0,1
415,True,False,True,0,0,1,0,0,0,5
416,True,False,True,0,0,0,0,0,0,1
417,False,True,True,0,0,1,1,0,2,1
418,True,False,True,0,0,0,0,0,0,1
419,True,False,True,0,0,0,0,0,0,1
420,False,False,False,0,1,0,0,0,0,5
421,False,False,True,0,1,0,0,0,1,6
422,True,False,False,0,1,0,0,0,0,6
423,False,False,False,0,1,0,0,0,0,6
424,True,False,True,0,0,1,0,0,0,3
425,False,False,False,0,1,0,0,0,1,5
426,True,False,True,0,1,0,0,0,0,6
427,False,False,True,0,1,0,0,0,1,4
428,False,False,True,0,1,0,0,0,1,5
429,False,False,True,1,1,1,0,0,0,6
430,True,False,False,0,1,0,0,0,0,6
431,False,False,False,0,2,0,0,0,1,5
432,False,False,False,0,2,0,0,0,1,5
433,False,False,False,0,1,0,0,0,1,4
434,False,False,True,0,1,0,0,0,1,4
435,False,False,False,0,1,0,0,0,1,5
436,True,False,False,0,1,0,0,0,0,5
437,True,False,True,0,2,1,0,0,0,5
438,True,False,True,0,1,0,0,0,0,5
439,False,False,False,0,0,0,0,0,2,1
440,False,False,True,0,0,1,0,0,2,1
441,False,False,False,0,1,0,0,0,1,5
442,True,False,True,0,1,1,0,0,0,6
443,False,False,False,0,1,0,0,0,1,4
444,False,False,False,0,2,0,0,0,0,5
445,True,False,True,0,2,0,0,0,0,5
446,True,False,True,0,2,0,0,0,0,5
447,False,False,False,0,1,0,0,0,1,4
448,False,False,False,0,1,0,0,0,0,6
449,True,False,True,0,1,0,0,0,0,6
450,False,False,False,0,1,0,0,0,1,4
451,False,False,False,0,1,0,0,0,0,5
452,False,False,False,0,0,1,0,0,1,1
453,False,False,False,0,0,0,0,0,2,2
454,True,False,False,0,1,0,0,0,0,6
455,True,False,True,0,1,0,0,0,0,6
456,True,False,True,0,0,1,0,0,0,5
457,True,False,True,0,0,1,0,0,0,1
458,True,False,True,0,2,1,0,0,0,5
459,False,False,False,0,2,0,0,0,0,4
460,False,False,True,0,2,1,0,0,1,3
461,False,False,False,0,0,0,0,0,1,4
462,False,False,False,0,2,0,0,0,1,5
463,False,False,True,0,2,0,0,0,0,5
464,False,False,False,0,2,0,0,0,1,5
465,False,False,False,0,2,0,0,0,1,4
466,True,False,True,0,0,1,0,0,0,1
467,True,False,True,0,0,1,0,0,0,1
468,True,False,True,0,0,0,0,0,0,1
469,False,False,False,0,0,0,0,0,1,1
470,True,False,True,0,0,1,0,0,0,1
471,True,False,True,0,1,1,0,0,0,1
472,True,False,True,0,2,0,0,0,0,5
473,False,False,True,0,1,0,0,0,0,6
474,False,False,True,0,0,0,0,0,2,2
475,False,False,True,0,0,1,0,0,2,3
476,True,False,True,0,0,0,0,0,0,3
477,True,False,True,0,1,0,0,0,0,6
478,True,False,True,0,0,0,0,0,0,1
479,False,False,False,0,0,1,0,0,2,0
480,False,False,False,0,1,0,0,0,1,5
481,True,False,True,0,1,0,0,0,0,5
482,True,False,True,0,1,0,0,0,0,6
483,False,False,False,0,1,0,0,0,0,6
484,False,False,True,0,1,0,0,0,0,4
485,False,False,False,0,1,0,0,0,1,4
486,False,False,True,0,1,0,0,0,1,4
487,True,False,True,0,1,0,0,0,0,5
488,False,False,False,0,2,1,0,0,1,5
489,True,False,True,0,2,0,0,0,0,5
490,False,False,False,0,0,0,0,0,2,2
491,True,False,False,0,1,0,0,0,0,6
492,True,False,False,1,1,1,0,0,0,6
493,True,False,True,0,1,1,0,0,0,6
494,False,False,False,0,2,0,0,0,1,3
495,False,False,False,0,0,0,0,0,2,1
496,False,False,False,0,0,0,0,0,2,1
497,False,False,False,0,1,0,0,0,0,6
498,False,False,True,0,1,0,0,0,1,5
499,True,False,True,0,0,0,0,0,0,2
500,True,False,True,0,0,1,0,0,0,2
501,True,False,True,0,1,1,0,0,0,2
502,True,False,True,0,0,0,0,0,0,2
503,False,False,False,0,0,0,0,0,2,2
504,True,False,True,0,2,0,0,0,0,5
505,False,False,False,0,1,0,0,0,1,5
506,False,False,False,0,1,0,0,0,1,6
507,False,False,False,0,1,0,0,0,1,5
508,False,False,False,0,1,1,0,0,1,5
509,False,False,False,0,1,0,0,0,1,5
510,False,False,True,0,1,0,0,0,1,4
511,False,False,True,0,2,0,0,0,1,3
512,True,False,True,0,2,0,0,0,0,5
513,False,False,True,0,1,0,0,0,1,5
514,False,False,False,0,1,0,0,0,1,6
515,True,False,True,0,0,1,0,0,0,2
516,True,False,True,0,0,0,0,0,0,2
517,False,False,True,0,0,0,0,0,2,2
518,True,False,True,0,0,1,0,0,0,2
519,False,False,False,0,0,0,0,0,1,2
520,False,False,True,0,1,0,0,0,1,5
521,False,False,False,0,1,0,0,0,0,5
522,False,False,False,1,1,0,0,0,0,6
523,False,False,True,0,1,0,0,0,0,6
524,False,False,True,0,1,0,0,0,1,5
525,False,False,False,0,1,0,0,0,1,6
526,False,False,False,0,2,1,0,0,1,5
527,True,False,True,0,0,1,0,0,0,1
528,True,False,True,0,0,0,0,0,0,1
529,False,False,False,0,0,0,0,0,2,1
530,False,False,False,0,2,0,0,0,1,5
531,True,False,True,0,2,0,0,0,0,4
532,True,False,True,0,1,0,0,0,0,6
533,False,False,False,0,0,0,0,0,1,3
534,True,False,True,0,0,1,0,0,0,3
535,False,False,True,0,1,0,0,0,0,5
536,False,True,True,0,0,0,1,0,2,2
537,True,False,True,0,0,1,0,0,0,2
538,True,False,False,0,0,0,0,0,0,2
539,True,False,True,0,0,0,0,0,0,2
540,True,False,True,0,0,0,0,0,0,2
541,True,False,True,0,0,1,0,0,0,2
542,False,False,False,0,0,0,0,0,2,2
543,True,False,True,0,0,0,0,0,0,2
544,False,False,False,0,1,0,0,0,1,5
545,False,False,False,0,1,0,0,0,1,5
546,True,False,True,0,0,0,0,0,0,4
547,False,False,False,0,1,0,0,0,1,5
548,False,False,False,0,1,0,0,0,0,6
549,False,False,True,0,1,0,0,0,1,5
550,False,False,False,0,1,0,0,0,0,6
551,True,False,True,0,1,0,0,0,0,6
552,False,False,False,0,1,0,0,0,1,4
553,True,False,True,0,2,0,0,0,0,5
554,True,False,True,1,2,0,0,0,0,5
555,True,False,True,1,2,0,0,0,0,5
556,True,False,True,0,2,0,0,0,0,5
557,True,False,True,0,2,0,0,0,0,5
558,True,False,True,0,2,0,0,0,0,5
559,False,False,False,0,2,0,0,0,1,3
560,True,False,True,0,0,0,0,0,0,3
561,False,False,False,0,2,0,0,0,1,5
562,True,False,False,0,1,0,0,0,0,6
563,False,False,False,0,1,0,0,0,1,4
564,False,False,False,0,1,0,0,0,1,6
565,True,False,False,0,1,0,0,0,0,6
566,False,False,False,0,2,0,0,0,1,3
567,False,False,False,0,1,1,0,0,0,6
568,False,False,False,0,1,0,0,0,1,4
569,False,False,True,0,2,0,0,0,1,5
570,True,False,True,0,1,0,0,0,0,6
571,True,False,False,0,1,0,0,0,0,6
572,True,False,False,0,1,0,0,0,0,6
573,False,False,True,1,2,0,0,0,0,5
574,False,False,True,1,2,0,0,0,0,5
575,False,False,False,0,2,0,0,0,1,5
576,True,False,True,0,2,0,0,0,0,5
577,False,False,True,0,0,0,0,0,2,2
578,True,False,True,0,2,0,0,0,0,5
579,False,False,False,0,2,0,0,0,0,4
580,True,False,True,0,2,0,0,0,0,5
581,False,False,False,0,1,0,0,0,1,5
582,False,False,False,0,0,0,0,0,2,2
583,False,False,False,0,0,1,0,0,2,2
584,False,False,False,0,0,0,0,0,1,2
585,False,False,True,0,1,0,0,0,0,6
586,False,False,False,0,2,0,0,0,0,5
587,False,False,False,0,1,0,0,0,1,5
588,True,False,True,0,1,0,0,0,0,6
589,True,True,True,0,0,0,1,0,0,1
590,False,False,True,0,1,0,0,0,0,6
591,True,False,False,0,1,0,0,0,0,6
592,False,False,True,0,1,0,0,0,0,6
593,True,False,True,1,1,1,0,0,0,6
594,False,False,True,0,1,1,0,0,1,6
595,False,False,False,0,1,0,0,0,1,5
596,True,False,True,0,0,0,0,0,0,2
597,True,False,True,0,0,1,0,0,0,2
598,True,False,True,0,1,0,0,0,0,6
599,False,False,True,0,1,0,0,0,1,5
600,False,False,False,0,1,0,0,0,1,6
601,True,False,True,0,2,0,0,0,0,5
602,True,False,True,0,2,0,0,0,0,5
603,False,True,False,0,2,0,0,0,1,3
604,False,False,False,0,1,0,0,0,1,5
605,False,False,True,0,1,0,0,0,1,6
606,False,False,False,0,1,0,0,0,1,4
607,False,False,False,0,1,1,0,0,0,5
608,False,False,False,0,1,0,0,0,0,5
609,False,False,False,0,2,0,0,0,0,4
610,True,False,True,0,0,1,0,0,0,1
611,False,False,True,0,1,0,0,0,1,5
612,False,False,False,0,1,0,0,0,1,5
613,False,False,True,0,0,1,0,0,2,2
614,False,False,True,0,0,1,0,0,2,2
615,False,False,False,0,0,0,0,0,1,2
616,True,False,True,0,0,1,0,0,0,2
617,True,False,True,0,0,1,0,0,0,2
618,False,False,True,0,2,0,0,0,1,5
619,True,False,True,0,0,0,0,0,0,4
620,False,False,False,0,1,0,0,0,1,6
621,True,False,True,0,0,1,0,0,0,2
622,True,False,True,0,2,0,0,0,0,5
623,True,False,True,0,2,0,0,0,0,5
624,False,False,False,0,2,0,0,0,1,5
625,True,False,True,1,1,0,0,0,0,6
626,False,False,True,0,2,0,0,0,0,4
627,False,False,True,0,2,0,0,0,1,4
628,False,False,False,0,1,0,0,0,1,6
629,False,False,True,0,1,0,0,0,1,5
